0.443923 0.274218 0.280617 0.279465 0.284982 0.268388 0.260331 0.298259 0.368776 0.367485 0.404402 0.390119 0.196166 0.427803 0.435249 0.396179 0.410297 0.434639 0.482160 0.167278 0.499279 0.438774 0.415844 0.398946 0.428893 0.428316 0.429251 0.406017 0.414781 0.425639 0.032276 0.046412 0.049591 0.066982 0.063535 0.062104 0.058055 0.067817 0.021050 0.029079 0.013797 0.055747 0.132476 0.158884 0.164425 0.149243 0.160353 0 0.266504 0.263883 0.252504 0.270649 0.237008 0.245795 0.320317 0.312684 0.315097 0.280429 0.290967 0.309805 0.287428 0.332148 0.077859 0.137642 0.128339 0.278469 0.493723 0.496355 0.497971 0.486604 0.499616 0.500060 0.271320 0.293775 0.286017 0.298827 0.297749 0.288856 0.374254 0.403761 0.406590 0.395421 0.354896 0.389638 0.473644 0.125107 0.187571 0.250513 0.474259 0.173813 0.463575 0.148767 0.171990 0.446016 0.480478 0.134420 0.149985 0.281417 0.374494 0.362000 0.300901 0.463860 0.522523 0.434022 0.198964 0.181185 0.131704 0.179273 0.173788 4.238182 4.249956 4.197546 4.192225 4.211891 4.262083 4.099292 4.126052 4.171236 4.197739 4.279596 3.912985 4.184732 4.015031 4.211596 4.116750 4.060252 4.019436 4.162047 3.823711 3.838267 3.853338 3.841498 3.866913 3.821983 3.751573 3.763147 3.782254 3.797768 3.784210 3.807637 4.173499 4.268843 4.207701 4.259525 4.207572 4.295071 4.097648 4.146022 4.161748 4.200662 4.171288 4.175857 4.189075 3.867272 3.863650 3.838779 3.878773 3.833467 3.904374 3.898991 3.848196 3.801460 3.827169 3.791264 3.712926 4.305940 4.254707 4.297786 4.244319 4.268192 4.268334 3.770740 3.765704 3.799189 3.823030 3.792680 3.800735 4.024257 3.994467 3.995388 3.997677 3.988433 3.994285 3.816937 3.820213 3.820862 0.393027 0.353037 0.390591 0.450704 0.373434 0.394671 0.474266 0.468753 0.437754 
0.178183 0.008408 0.014316 0.013189 0.018750 0.002826 0.006469 0.032014 0.102646 0.101344 0.138453 0.124092 0.070487 0.162009 0.169500 0.130215 0.144429 0.168959 0.216751 0.099667 0.233986 0.173072 0.149989 0.133021 0.163081 0.162508 0.163447 0.140082 0.148915 0.159810 0.298671 0.312657 0.315857 0.333152 0.329691 0.328303 0.208645 0.198887 0.245653 0.237594 0.252945 0.210943 0.398388 0.424657 0.430193 0.415095 0.426136 0.266504 0 0.003195 0.014232 0.004610 0.029633 0.020956 0.053995 0.046348 0.048753 0.014042 0.024557 0.043441 0.021086 0.065915 0.344086 0.403576 0.394326 0.012081 0.228353 0.230993 0.232614 0.221160 0.234273 0.234741 0.005472 0.027381 0.019773 0.032498 0.031344 0.022616 0.108145 0.137830 0.140686 0.129444 0.088718 0.123605 0.208249 0.141904 0.079453 0.017933 0.208838 0.093641 0.198181 0.118009 0.094824 0.180336 0.214996 0.132300 0.116705 0.016490 0.108611 0.096286 0.036691 0.198430 0.257579 0.168245 0.067824 0.085568 0.135125 0.087445 0.093075 4.086098 4.098868 4.053752 4.047861 4.067324 4.111122 3.945083 3.972214 4.018169 4.044923 4.129341 3.761650 4.032952 3.862306 4.058875 3.963583 3.907146 3.866418 4.008916 3.675962 3.690038 3.704153 3.693146 3.716230 3.674232 3.602222 3.615056 3.634379 3.648697 3.635615 3.659430 4.020392 4.117467 4.060346 4.107768 4.061299 4.144179 3.950434 3.999377 4.015369 4.053963 4.023633 4.029505 4.043106 3.717522 3.713140 3.689360 3.728698 3.684364 3.754238 3.750099 3.696342 3.653233 3.676870 3.642143 3.563581 4.156682 4.112830 4.156370 4.092906 4.125660 4.126795 3.623333 3.617829 3.650548 3.674224 3.645286 3.653259 3.876163 3.847491 3.848129 3.851037 3.841711 3.847646 3.668725 3.670948 3.671571 0.127047 0.086873 0.124601 0.185084 0.107432 0.128756 0.208835 0.203271 0.172043 
0.180851 0.011400 0.017126 0.016013 0.021594 0.005426 0.003587 0.034504 0.105320 0.104012 0.141129 0.126764 0.067848 0.164661 0.172155 0.132866 0.147112 0.171660 0.219453 0.097156 0.236686 0.175769 0.152664 0.135721 0.165735 0.165177 0.166082 0.142722 0.151554 0.162447 0.296049 0.310018 0.313220 0.330511 0.327048 0.325665 0.206026 0.196255 0.243019 0.234961 0.250312 0.208305 0.395800 0.422073 0.427602 0.412503 0.423547 0.263883 0.003195 0 0.011431 0.006790 0.026946 0.018171 0.056695 0.049066 0.051444 0.016692 0.027227 0.046132 0.023681 0.068530 0.341478 0.400977 0.391725 0.014762 0.231039 0.233675 0.235293 0.223830 0.236953 0.237431 0.007499 0.029981 0.022223 0.035044 0.033984 0.025067 0.110817 0.140525 0.143386 0.132139 0.091415 0.126272 0.210976 0.139363 0.076992 0.016542 0.211556 0.091218 0.200926 0.115438 0.092282 0.183018 0.217666 0.129704 0.114101 0.019636 0.111384 0.099117 0.039800 0.201161 0.260321 0.170874 0.065111 0.082882 0.132444 0.084773 0.090365 4.087098 4.099854 4.054627 4.048744 4.068211 4.112105 3.946115 3.973241 4.019186 4.045938 4.130314 3.762627 4.033946 3.863314 4.059884 3.964599 3.908161 3.867431 4.009931 3.676901 3.690984 3.705112 3.694093 3.717214 3.675171 3.603192 3.616004 3.635322 3.649659 3.636571 3.660378 4.021407 4.118458 4.061275 4.108763 4.062212 4.145164 3.951358 4.000293 4.016282 4.054890 4.024565 4.030417 4.044014 3.718490 3.714121 3.690324 3.729670 3.685325 3.755210 3.751053 3.697345 3.654180 3.677850 3.643105 3.564549 4.157641 4.113680 4.157218 4.093896 4.126520 4.127642 3.624268 3.618775 3.651503 3.675178 3.646222 3.654194 3.877099 3.848411 3.849054 3.851952 3.842627 3.848561 3.669672 3.671904 3.672530 0.129710 0.089523 0.127257 0.187782 0.110158 0.131472 0.211542 0.205973 0.174730 
0.192264 0.022333 0.028424 0.027291 0.032884 0.016234 0.007872 0.045904 0.116742 0.115432 0.152549 0.138183 0.056453 0.176079 0.183572 0.144287 0.158534 0.183079 0.230863 0.085816 0.248093 0.187186 0.164084 0.147142 0.177151 0.176595 0.177497 0.154140 0.162971 0.173862 0.284675 0.298645 0.301848 0.319143 0.315678 0.314296 0.194633 0.184857 0.231629 0.223571 0.238924 0.196908 0.384465 0.410747 0.416276 0.401172 0.412220 0.252504 0.014232 0.011431 0 0.018210 0.015533 0.006746 0.068109 0.060475 0.062858 0.028071 0.038631 0.057544 0.035107 0.079953 0.330119 0.389640 0.380384 0.026169 0.242448 0.245083 0.246701 0.235240 0.248361 0.248839 0.018881 0.041400 0.033610 0.046452 0.045404 0.036453 0.122238 0.151943 0.154804 0.143558 0.102835 0.137692 0.222384 0.127997 0.065698 0.010101 0.222965 0.079953 0.212331 0.104057 0.080918 0.194435 0.229076 0.118313 0.102707 0.030371 0.122792 0.110497 0.050674 0.212572 0.271719 0.182287 0.053700 0.071467 0.121035 0.073362 0.078955 4.093348 4.106059 4.060488 4.054629 4.074109 4.118307 3.952427 3.979542 4.025460 4.052205 4.136487 3.768770 4.040172 3.869555 4.066159 3.970878 3.914427 3.873687 4.016216 3.682882 3.696990 3.711166 3.700105 3.723341 3.681152 3.609241 3.621993 3.641303 3.655699 3.642586 3.666378 4.027690 4.124679 4.067301 4.115002 4.068187 4.151368 3.957356 4.006273 4.022253 4.060872 4.030597 4.036390 4.049972 3.724571 3.720239 3.696387 3.735769 3.691370 3.761314 3.757098 3.703526 3.660180 3.683952 3.649147 3.570590 4.163774 4.119465 4.162991 4.100116 4.132338 4.133414 3.630224 3.624754 3.657523 3.681207 3.652181 3.660158 3.883124 3.854381 3.855037 3.857907 3.848584 3.854515 3.675674 3.677949 3.678579 0.141133 0.100949 0.138679 0.199197 0.121580 0.142892 0.222953 0.217385 0.186148 
0.174078 0.006097 0.010621 0.009570 0.015061 0.003894 0.010362 0.027718 0.098545 0.097235 0.134356 0.119989 0.074632 0.157887 0.165382 0.126090 0.140343 0.164897 0.212692 0.103932 0.229926 0.169004 0.145891 0.128954 0.158959 0.158404 0.159304 0.135943 0.144777 0.155669 0.302810 0.316775 0.319977 0.337264 0.333800 0.332418 0.212800 0.203029 0.249786 0.241730 0.257079 0.215077 0.402545 0.428811 0.434338 0.419243 0.430284 0.270649 0.004610 0.006790 0.018210 0 0.033732 0.024943 0.049934 0.042315 0.044682 0.010003 0.020481 0.039372 0.016925 0.061750 0.348231 0.407719 0.398469 0.008119 0.224275 0.226911 0.228528 0.217062 0.230188 0.230669 0.000926 0.023202 0.015442 0.028258 0.027211 0.018286 0.104042 0.133757 0.136618 0.125370 0.084647 0.119497 0.204222 0.146141 0.083759 0.022507 0.204800 0.097971 0.194178 0.122221 0.099063 0.176250 0.210897 0.136487 0.120884 0.014047 0.104647 0.092416 0.033697 0.194409 0.253579 0.164096 0.071885 0.089661 0.139218 0.091553 0.097136 4.083284 4.096065 4.051039 4.045142 4.064601 4.108318 3.942275 3.969405 4.015364 4.042118 4.126543 3.758891 4.030149 3.859516 4.056057 3.960774 3.904346 3.863625 4.006100 3.673261 3.687329 3.701430 3.690435 3.713488 3.671532 3.599518 3.612364 3.631685 3.645987 3.632914 3.656728 4.017578 4.114660 4.057591 4.104956 4.058558 4.141374 3.947695 3.996638 4.012631 4.051235 4.020879 4.026766 4.040371 3.714791 3.710401 3.686637 3.725960 3.681647 3.751496 3.747373 3.693590 3.650532 3.674140 3.639433 3.560881 4.153893 4.110132 4.153675 4.090099 4.122953 4.124103 3.620645 3.615139 3.647841 3.671510 3.642596 3.650565 3.873424 3.844770 3.845404 3.848319 3.838994 3.844929 3.666021 3.668228 3.668851 0.122937 0.082748 0.120482 0.181018 0.103402 0.124711 0.204783 0.199212 0.167962 
0.207753 0.037567 0.043832 0.042688 0.048265 0.031571 0.023381 0.061433 0.132240 0.130933 0.168041 0.153680 0.040932 0.191572 0.199063 0.159786 0.174018 0.198548 0.246323 0.070326 0.263550 0.202659 0.179572 0.162622 0.192646 0.192084 0.192997 0.169643 0.178471 0.189362 0.269188 0.283169 0.286372 0.303676 0.300210 0.298826 0.179121 0.169346 0.216130 0.208069 0.223427 0.181401 0.369011 0.395305 0.400838 0.385727 0.396780 0.237008 0.029633 0.026946 0.015533 0.033732 0 0.008849 0.083597 0.075953 0.078349 0.043556 0.054124 0.073035 0.050605 0.095465 0.314647 0.374191 0.364931 0.041635 0.257914 0.260551 0.262169 0.250715 0.263828 0.264301 0.034409 0.056917 0.049139 0.061980 0.060913 0.051984 0.137737 0.167426 0.170284 0.159042 0.118324 0.153190 0.237830 0.112484 0.050268 0.016402 0.238417 0.064558 0.227766 0.088535 0.065408 0.209913 0.244553 0.102787 0.087179 0.045311 0.138224 0.125874 0.065525 0.228016 0.287137 0.197787 0.038218 0.055959 0.105533 0.057848 0.063471 4.102144 4.114798 4.068779 4.062953 4.082450 4.127042 3.961297 3.988399 4.034282 4.061019 4.145184 3.777419 4.048936 3.878333 4.074988 3.979709 3.923240 3.882485 4.025056 3.691316 3.705457 3.719696 3.708582 3.731966 3.689587 3.617759 3.630434 3.649734 3.664208 3.651063 3.674836 4.036527 4.133439 4.075807 4.123782 4.076627 4.160104 3.965825 4.014719 4.030688 4.069314 4.039111 4.044827 4.058389 3.733138 3.728852 3.704927 3.744357 3.699890 3.769912 3.765620 3.712218 3.668637 3.692544 3.657657 3.579095 4.172418 4.127658 4.171169 4.108873 4.140574 4.141591 3.638625 3.633185 3.666008 3.689705 3.660587 3.668571 3.891626 3.862809 3.863483 3.866314 3.856995 3.862922 3.684136 3.686467 3.687103 0.156628 0.116452 0.154176 0.214667 0.137045 0.158362 0.238410 0.232847 0.201625 
0.198990 0.028985 0.035139 0.034002 0.039594 0.022910 0.014608 0.052620 0.123475 0.122164 0.159279 0.144914 0.049746 0.182805 0.190298 0.151016 0.165266 0.189808 0.237588 0.079162 0.254817 0.193916 0.170813 0.153876 0.183877 0.183322 0.184219 0.160866 0.169696 0.180586 0.277968 0.291936 0.295140 0.312437 0.308971 0.307589 0.187920 0.178138 0.224914 0.216855 0.232210 0.190189 0.377782 0.404069 0.409597 0.394490 0.405541 0.245795 0.020956 0.018171 0.006746 0.024943 0.008849 0 0.074845 0.067211 0.069593 0.034801 0.045365 0.064280 0.041840 0.086682 0.323422 0.382954 0.373696 0.032908 0.249171 0.251806 0.253423 0.241962 0.255083 0.255561 0.025602 0.048133 0.040326 0.053177 0.052140 0.043169 0.128971 0.158675 0.161536 0.150291 0.109571 0.144424 0.229111 0.121316 0.059095 0.011277 0.229692 0.073368 0.219059 0.097366 0.074246 0.201163 0.235799 0.111608 0.096000 0.036940 0.129528 0.117225 0.057233 0.219300 0.278441 0.189008 0.046970 0.064737 0.114306 0.066635 0.072222 4.096997 4.109682 4.063907 4.058064 4.077551 4.121927 3.956116 3.983224 4.029125 4.055865 4.140090 3.772361 4.043808 3.873204 4.069825 3.974548 3.918091 3.877346 4.019888 3.686382 3.700505 3.714709 3.703624 3.726926 3.684653 3.612783 3.625499 3.644804 3.659235 3.646108 3.669890 4.031361 4.128311 4.070818 4.118643 4.071674 4.154988 3.960861 4.009766 4.025740 4.064363 4.034119 4.039877 4.053450 3.728130 3.723819 3.699935 3.739337 3.694910 3.764885 3.760635 3.707143 3.663692 3.687525 3.652683 3.574127 4.167350 4.122838 4.166356 4.103747 4.135730 4.136780 3.633711 3.628256 3.661048 3.684736 3.655670 3.663650 3.886647 3.857871 3.858535 3.861387 3.852066 3.857995 3.679188 3.681486 3.682120 0.147864 0.107682 0.145409 0.205927 0.128317 0.149628 0.229680 0.224113 0.192877 
0.124266 0.046293 0.039844 0.040999 0.035491 0.052111 0.060248 0.022681 0.048712 0.047399 0.084525 0.070153 0.124463 0.108156 0.115654 0.076375 0.090563 0.115105 0.162882 0.153502 0.180133 0.119184 0.096104 0.079127 0.109197 0.108609 0.109595 0.086219 0.095085 0.105955 0.352445 0.366420 0.369615 0.386888 0.383433 0.382044 0.262505 0.252763 0.299488 0.291436 0.306773 0.264814 0.451998 0.478223 0.483754 0.468683 0.479703 0.320317 0.053995 0.056695 0.068109 0.049934 0.083597 0.074845 1 0.007669 0.005259 0.040062 0.029489 0.010568 0.033190 0.012721 0.397792 0.457187 0.447954 0.042073 0.174493 0.177133 0.178756 0.167298 0.180417 0.180882 0.049309 0.026767 0.034661 0.021891 0.022737 0.031879 0.054208 0.083891 0.086754 0.075505 0.034760 0.069683 0.154392 0.195739 0.133239 0.070407 0.154970 0.147309 0.144337 0.171903 0.148702 0.126456 0.161136 0.186209 0.170631 0.039534 0.054832 0.042831 0.023104 0.144593 0.203796 0.114407 0.121782 0.139529 0.189063 0.141407 0.147024 4.056470 4.069445 4.025988 4.019982 4.039372 4.081709 3.915258 3.942422 3.988484 4.015253 4.100059 3.732725 4.003465 3.832828 4.029140 3.933875 3.877525 3.836867 3.979157 3.647800 3.661750 3.675630 3.664825 3.687350 3.646069 3.573759 3.586881 3.606237 3.620264 3.607302 3.631185 3.990646 4.087963 4.031794 4.078188 4.032988 4.114745 3.922068 3.971071 3.987098 4.025652 3.995066 4.001220 4.014887 3.688863 3.684306 3.660800 3.699954 3.655887 3.725456 3.721598 3.667216 3.624992 3.648122 3.613705 3.535179 4.127580 4.085389 4.128962 4.063418 4.098057 4.099411 3.595309 3.589692 3.622202 3.645831 3.617237 3.625185 3.847705 3.819310 3.819882 3.822929 3.813596 3.819543 3.640463 3.642498 3.643090 0.073192 0.033133 0.070768 0.131214 0.053590 0.074875 0.154988 0.149424 0.118171 
0.131922 0.038626 0.032182 0.033337 0.027824 0.044453 0.052614 0.015378 0.056372 0.055062 0.092181 0.077812 0.116813 0.115811 0.123308 0.084029 0.098210 0.122741 0.170520 0.145840 0.187770 0.126828 0.103755 0.086771 0.116855 0.116264 0.117255 0.093879 0.102742 0.113615 0.344817 0.358798 0.361993 0.379271 0.375815 0.374426 0.254860 0.245119 0.291852 0.283799 0.299138 0.257173 0.444389 0.470621 0.476154 0.461079 0.472101 0.312684 0.046348 0.049066 0.060475 0.042315 0.075953 0.067211 0.007669 1 0.002517 0.032423 0.021857 0.003019 0.025627 0.020124 0.390172 0.449580 0.440346 0.034457 0.182137 0.184778 0.186402 0.174948 0.188062 0.188524 0.041701 0.019198 0.027105 0.014471 0.015164 0.024358 0.061869 0.091541 0.094401 0.083156 0.042413 0.077343 0.162019 0.188081 0.125577 0.062755 0.162603 0.139648 0.151954 0.164245 0.141042 0.134105 0.168786 0.178555 0.162977 0.031929 0.062411 0.050280 0.016847 0.152217 0.211409 0.122067 0.114145 0.131886 0.181422 0.133761 0.139387 4.060785 4.073731 4.030046 4.024056 4.043456 4.085995 3.919593 3.946754 3.992802 4.019569 4.104326 3.736933 4.007760 3.837118 4.033470 3.938199 3.881835 3.841166 3.983489 3.651902 3.665869 3.679782 3.668949 3.691552 3.650170 3.577898 3.590981 3.610333 3.624401 3.611423 3.635296 3.994974 4.092260 4.035960 4.082496 4.037121 4.119033 3.926207 3.975203 3.991225 4.029779 3.999234 4.005349 4.019007 3.693034 3.688501 3.664957 3.704137 3.660032 3.729646 3.725749 3.671451 3.629102 3.652303 3.617844 3.539308 4.131823 4.089404 4.132972 4.067714 4.102094 4.103417 3.599389 3.593787 3.626328 3.649964 3.621321 3.629273 3.851854 3.823421 3.824002 3.827030 3.817698 3.823643 3.644578 3.646639 3.647235 0.080845 0.040763 0.078421 0.138857 0.061212 0.082510 0.162625 0.157063 0.125817 
0.129509 0.041070 0.034605 0.035761 0.030267 0.046867 0.054997 0.017503 0.053953 0.052638 0.089769 0.075396 0.119222 0.113390 0.120889 0.081604 0.095806 0.120350 0.168130 0.148282 0.185380 0.124432 0.101345 0.084376 0.114433 0.113851 0.114824 0.091447 0.100312 0.111185 0.347229 0.361202 0.364399 0.381674 0.378217 0.376829 0.257278 0.247532 0.294263 0.286210 0.301549 0.259584 0.446804 0.473034 0.478565 0.463490 0.474513 0.315097 0.048753 0.051444 0.062858 0.044682 0.078349 0.069593 0.005259 0.002517 1 0.034809 0.024235 0.005315 0.027963 0.017669 0.392585 0.451991 0.442756 0.036839 0.179738 0.182376 0.183999 0.172540 0.185660 0.186127 0.044056 0.021516 0.029409 0.016667 0.017487 0.026634 0.059450 0.089141 0.092005 0.080756 0.040011 0.074924 0.159643 0.190519 0.128025 0.065234 0.160221 0.142105 0.149590 0.166675 0.143476 0.131701 0.166377 0.180979 0.165398 0.034435 0.060083 0.048038 0.019096 0.149844 0.209045 0.119633 0.116535 0.134284 0.183821 0.136163 0.141777 4.059266 4.072220 4.028596 4.022602 4.042000 4.084483 3.918074 3.945235 3.991287 4.018054 4.102819 3.735449 4.006247 3.835610 4.031947 3.936679 3.880321 3.839657 3.981967 3.650450 3.664413 3.678317 3.667491 3.690073 3.648719 3.576440 3.589532 3.608885 3.622941 3.609968 3.633843 3.993454 4.090745 4.034482 4.080979 4.035651 4.117521 3.924737 3.973735 3.989757 4.028316 3.997756 4.003881 4.017541 3.691563 3.687024 3.663490 3.702662 3.658569 3.728169 3.724282 3.669963 3.627650 3.650831 3.616384 3.537853 4.130322 4.087965 4.131535 4.066200 4.100649 4.101981 3.597945 3.592340 3.624871 3.648504 3.619875 3.627826 3.850383 3.821962 3.822540 3.825573 3.816241 3.822187 3.643124 3.645176 3.645772 0.078427 0.038331 0.075998 0.136462 0.058840 0.080126 0.160237 0.154672 0.123416 
0.164281 0.006980 0.001751 0.002059 0.005301 0.012137 0.020214 0.018205 0.088738 0.087423 0.124552 0.110180 0.084453 0.148131 0.155629 0.116338 0.130565 0.155106 0.202888 0.113609 0.220130 0.159204 0.136109 0.119151 0.149188 0.148618 0.149556 0.126187 0.135037 0.145920 0.312583 0.326560 0.329760 0.347049 0.343589 0.342202 0.222569 0.212810 0.259570 0.251513 0.266861 0.224867 0.412277 0.438538 0.444070 0.428978 0.440015 0.280429 0.014042 0.016692 0.028071 0.010003 0.043556 0.034801 0.040062 0.032423 0.034809 1 0.010576 0.029496 0.007686 0.052056 0.357988 0.417461 0.408215 0.003404 0.214490 0.217127 0.218748 0.207289 0.220408 0.220879 0.009443 0.013451 0.006061 0.018572 0.017411 0.008845 0.094235 0.123933 0.126794 0.115548 0.074810 0.109702 0.194400 0.155841 0.093389 0.031182 0.194982 0.107537 0.184340 0.131956 0.108768 0.166466 0.201126 0.146247 0.130654 0.007652 0.094793 0.082539 0.024503 0.184595 0.243765 0.154356 0.081752 0.099500 0.149055 0.101382 0.106999 4.078167 4.090986 4.046285 4.040366 4.059809 4.103241 3.937111 3.964248 4.010227 4.036983 4.121491 3.753909 4.025059 3.854427 4.050920 3.955642 3.899230 3.858522 4.000958 3.668422 3.682466 3.696522 3.685565 3.708511 3.666692 3.594612 3.607517 3.626846 3.641092 3.628041 3.651871 4.012436 4.109563 4.052683 4.099846 4.053695 4.136290 3.942825 3.991779 4.007778 4.046360 4.015968 4.021910 4.035527 3.709857 3.705432 3.681721 3.721011 3.676747 3.746540 3.742471 3.688563 3.645675 3.669185 3.634537 3.555987 4.148874 4.105439 4.148984 4.085009 4.118227 4.119417 3.615829 3.610299 3.642964 3.666626 3.637776 3.645742 3.868536 3.839936 3.840557 3.843500 3.834172 3.840110 3.661161 3.663335 3.663951 0.113174 0.073007 0.110731 0.171227 0.093592 0.114899 0.194990 0.189426 0.158179 
0.153715 0.017058 0.010496 0.011649 0.006503 0.022672 0.030770 0.008152 0.078166 0.076852 0.113983 0.099610 0.095015 0.137570 0.145068 0.105775 0.120000 0.144545 0.192330 0.124146 0.209573 0.148639 0.125543 0.108584 0.138624 0.138053 0.138996 0.115624 0.124477 0.135358 0.323115 0.337090 0.340289 0.357574 0.354114 0.352728 0.233120 0.223364 0.270115 0.262059 0.277405 0.235419 0.422775 0.449027 0.454558 0.439471 0.450504 0.290967 0.024557 0.027227 0.038631 0.020481 0.054124 0.045365 0.029489 0.021857 0.024235 0.010576 1 0.018921 0.004650 0.041520 0.368506 0.427959 0.418717 0.012790 0.203931 0.206569 0.208190 0.196730 0.209850 0.210321 0.019872 0.003146 0.005612 0.008220 0.006881 0.003603 0.083663 0.113363 0.116225 0.104977 0.064237 0.099131 0.183844 0.166382 0.103911 0.041419 0.184424 0.118040 0.173786 0.142508 0.119316 0.155901 0.190567 0.156802 0.141213 0.012094 0.084245 0.072038 0.016587 0.174039 0.233220 0.143798 0.092316 0.110067 0.159618 0.111949 0.117563 4.072380 4.085239 4.040861 4.034919 4.054349 4.097498 3.931279 3.958424 4.004426 4.031186 4.115774 3.748245 4.019298 3.848660 4.045111 3.949833 3.893436 3.852740 3.995142 3.662904 3.676924 3.690934 3.680017 3.702854 3.661174 3.589033 3.601993 3.621330 3.635520 3.622492 3.646336 4.006623 4.103802 4.047105 4.094070 4.048165 4.130545 3.937279 3.986247 4.002254 4.040829 4.010386 4.016383 4.030014 3.704243 3.699784 3.676126 3.715381 3.671167 3.740904 3.736889 3.682857 3.640140 3.663553 3.628964 3.550418 4.143194 4.100081 4.143636 4.079250 4.112839 4.114072 3.610337 3.604784 3.637409 3.661063 3.632279 3.640240 3.862967 3.834420 3.835029 3.837999 3.828670 3.834610 3.655623 3.657760 3.658370 0.102609 0.062448 0.100168 0.160663 0.083029 0.104333 0.184432 0.178866 0.147615 
0.134817 0.035779 0.029301 0.030458 0.024979 0.041558 0.049683 0.012381 0.059261 0.057947 0.095078 0.080705 0.113912 0.118690 0.126189 0.086901 0.101108 0.125654 0.173436 0.142985 0.190684 0.129739 0.106650 0.089681 0.119737 0.119157 0.120123 0.096747 0.105608 0.116483 0.341941 0.355915 0.359112 0.376389 0.372932 0.371545 0.251980 0.242233 0.288968 0.280914 0.296254 0.254285 0.441534 0.467769 0.473300 0.458223 0.469248 0.309805 0.043441 0.046132 0.057544 0.039372 0.073035 0.064280 0.010568 0.003019 0.005315 0.029496 0.018921 1 0.022681 0.022826 0.387305 0.446721 0.437485 0.031536 0.185042 0.187681 0.189303 0.177843 0.190963 0.191432 0.038749 0.016219 0.024121 0.011457 0.012188 0.021361 0.064758 0.094452 0.097315 0.086066 0.045321 0.080230 0.164948 0.185223 0.122731 0.059978 0.165527 0.136821 0.154894 0.161373 0.138174 0.137006 0.171681 0.175675 0.160093 0.029270 0.065372 0.053275 0.015604 0.155147 0.214344 0.124930 0.111223 0.128973 0.178514 0.130853 0.136468 4.062145 4.075078 4.031288 4.025306 4.044710 4.087341 3.920971 3.948129 3.994171 4.020936 4.105665 3.738254 4.009111 3.838472 4.034837 3.939565 3.883197 3.842525 3.984858 3.653178 3.667153 3.681081 3.670235 3.692873 3.651447 3.579198 3.592261 3.611611 3.625697 3.612711 3.636579 3.996344 4.093613 4.037252 4.083853 4.038398 4.120382 3.927488 3.976480 3.992500 4.031064 4.000527 4.006624 4.020279 3.694341 3.689819 3.666258 3.705449 3.661329 3.730959 3.727044 3.672789 3.630385 3.653618 3.619139 3.540605 4.133150 4.090626 4.134193 4.069065 4.103326 4.104636 3.600659 3.595065 3.627617 3.651255 3.622592 3.630545 3.853142 3.824693 3.825278 3.828297 3.818965 3.824910 3.645862 3.647933 3.648532 0.083726 0.043606 0.081293 0.141767 0.064137 0.085431 0.165540 0.159975 0.128720 
0.157237 0.014314 0.008058 0.009078 0.005578 0.019525 0.027260 0.011089 0.081701 0.080402 0.117508 0.103148 0.091455 0.141019 0.148512 0.109216 0.123469 0.148028 0.195845 0.120710 0.213079 0.152145 0.129027 0.112091 0.142103 0.141549 0.142448 0.119084 0.127909 0.138811 0.319584 0.333544 0.336744 0.354023 0.350561 0.349179 0.229613 0.219849 0.266588 0.258534 0.273877 0.231891 0.419254 0.445503 0.451029 0.435943 0.446977 0.287428 0.021086 0.023681 0.035107 0.016925 0.050605 0.041840 0.033190 0.025627 0.027963 0.007686 0.004650 0.022681 0 0.044876 0.364977 0.424430 0.415185 0.009038 0.207425 0.210061 0.211679 0.200210 0.213339 0.213822 0.016303 0.006669 0.003186 0.011652 0.010556 0.003202 0.087199 0.116916 0.119776 0.108527 0.067821 0.102647 0.187382 0.162935 0.100506 0.038338 0.187958 0.114691 0.177348 0.139033 0.115868 0.159388 0.194042 0.153306 0.137707 0.010695 0.087829 0.075677 0.019812 0.177558 0.236745 0.147240 0.088728 0.106510 0.156049 0.108397 0.113974 4.074119 4.086967 4.042449 4.036515 4.055955 4.099226 3.933018 3.960165 4.006168 4.032932 4.117496 3.749881 4.021017 3.850357 4.046853 3.951560 3.895149 3.854444 3.996879 3.664483 3.678514 3.692544 3.681609 3.704494 3.662753 3.590639 3.603574 3.622907 3.637122 3.624084 3.647922 4.008364 4.105541 4.048758 4.095810 4.049799 4.132283 3.938897 3.987869 4.003876 4.042473 4.012034 4.018010 4.031638 3.705864 3.701420 3.677738 3.717009 3.672772 3.742536 3.738499 3.684517 3.641725 3.665181 3.630565 3.552015 4.144908 4.101656 4.145220 4.080980 4.114431 4.115647 3.611903 3.606361 3.639004 3.662660 3.633848 3.641811 3.864583 3.836010 3.836624 3.839582 3.830253 3.836193 3.657211 3.659357 3.659972 0.106062 0.065866 0.103604 0.164157 0.086537 0.107850 0.187923 0.182348 0.151096 
